hotel_name,review_text,vader_compound,vader_label,sentiwordnet,afinn_score
Mevsim Apart,nice apartment family akyaka silence noise apartment build concept ula house apartment surround lemon tangerine tree household appliance tube stave pan glass wash machine suitable enjoyable family affordable shopping opportunity nearby chain market best thing eat restaurant pizza wrap mixed fry yoğurt goat milk ice cream sarıyer börekçisi kokoreç delicious public market hold wednesday definitely visited beach azmak river recommend beach morning noon without crowd azmak river even beach get little crowded afternoon beach meter sandy beach without stone shower facility blue flag beach municipality charge umbrella sun lounger sit sand want beach suitable child azmak tour boat gökova boat tour enjoyable possible walk around forest sunrise morning thank mevsim hotel apartment owner murat mehmet,0.9783,positive,"{'positivity': 2.5, 'negativity': 1.125, 'objectivity': 96.375}",26.0
Mevsim Apart,nice apartment meter sea walk everywhere river boat tour right next include fishing,0.4215,positive,"{'positivity': 0.375, 'negativity': 0.0, 'objectivity': 12.625}",3.0
Mevsim Apart,nice apartment meter sea walk everywhere go try,0.4215,positive,"{'positivity': 0.375, 'negativity': 0.0, 'objectivity': 7.625}",3.0
Balèze Boutique Hotel,go hotel newly open get married wife room spacious modern design espresso coffee machine emre bey hospitable poolside calm peaceful food drink serve pool delicious never forget morning breakfast mountain view would serve fresh bread morning experience different recipe bread basil beetroot say liked much chef put bread freezer night give take home left kind enchant think family call hotel excitement although say would take small child yorkshire terrier dog car common area emre bey say could accept far remember cat dog hotel environment would walk dog irresponsible hotel situation upset sadly surprised hotel remember well accept pet sadly surprise take account comment change concept accept pet soon possible,0.9697,positive,"{'positivity': 5.0, 'negativity': 4.375, 'objectivity': 91.625}",10.0
Balèze Boutique Hotel,baleze hotel address pleasant weekday comfort room comfort bed pillows hotel room magnificence breakfast dear yusuf manager especially team everything please guest endless tell thank with team family frequently give service advice,0.9543,positive,"{'positivity': 1.625, 'negativity': 1.125, 'objectivity': 25.25}",12.0
Balèze Boutique Hotel,last week stay baleze hotel unforgettable holiday experience wife service offer hotel really impressive moment step hotel friendly welcome staff attention staff happy room hotel design comfortable modern way meticulousness clean admirable especially comfort bed spaciousness room felt home thank spaciousness room fresh food serve breakfast morning well careful preparation product facility offer hotel unforgettable pool area excellent pool area spacious clean thank proximity azmak river beach enjoy full addition wonderful service location hotel advantageous fact could easily reach center touristic place make holiday fun summary baleze hotel accommodation also place comfort taste peaceful holiday paradise definitely recommend wonderful holiday experience thank yelda lady yusuf bey employee kindness interest wish continue success greeting love,0.9986,positive,"{'positivity': 12.5, 'negativity': 4.125, 'objectivity': 90.375}",67.0
Balèze Boutique Hotel,preferred hotel honeymoon vacation go contact yusuf bey thank help yusuf bey stand reception desk yusuf bey yunus bey kind polite people would like thank hotel cleanliness hotel design room condition room friendliness employee interest employee well expect boat tour do akyaka within walk distance restaurant cafe plus hotel pool clean surroundings tidy sprinkle breakfast product delicious morning breakfast comment subject eat dinner think boutique hotel choose peace mind go akyaka,0.9828,positive,"{'positivity': 5.25, 'negativity': 0.25, 'objectivity': 58.5}",22.0
Balèze Boutique Hotel,hello go akyaka baleze boutique hotel moment enter hotel felt make point shot location welcome quality hotel breakfast importantly cleanliness excellent azmak river step center walk distance center use car garden floor room ideal family child thank hotel manager yusuf bey welcome inform smile entrance hotel akyaka balezee boutique hotel see next,0.9607,positive,"{'positivity': 2.875, 'negativity': 0.0, 'objectivity': 43.125}",13.0
Balèze Boutique Hotel,wife return first ever visit akyaka first stay baleze boutique hotel everything stay excellent hotel really clean tidy modern set beautiful view surround mountain tall tree fantastic make feel peaceful breakfast day great staff alongside day explore local area also happily spent several day relax quietly pool hotel short walk local restaurant bar riverside beach not need travel anywhere foot highly recommended,0.9835,positive,"{'positivity': 5.125, 'negativity': 2.125, 'objectivity': 51.75}",19.0
Balèze Boutique Hotel,super clean friendly hotel great location negative feedback breakfast every day tire try cold gözleme every morning also please try add meat option like sucuk sausage salami plan overall,0.9325,positive,"{'positivity': 2.125, 'negativity': 0.75, 'objectivity': 24.125}",11.0
Balèze Boutique Hotel,last minute booking could ask well moment walk door greet pleasant helpful professional staff room excellently design super comfy would highly recommend,0.9652,positive,"{'positivity': 1.875, 'negativity': 1.0, 'objectivity': 17.125}",11.0
Balèze Boutique Hotel,best hotel akyaka without doubt amazing room pool salt water system enjoy delicious cocktail pool highly recommend cocktail stay one week enjoy every day highly recommend,0.9579,positive,"{'positivity': 2.375, 'negativity': 0.5, 'objectivity': 21.125}",17.0
Balèze Boutique Hotel,one best hotel ever stay turkey excellent service super friendly staff smile face fantastic room lovely interior amaze breakfast buffet outstanding hospitality would recommend anyone stay place garden room almost direct access pool walk beach side definitely thank much,0.9906,positive,"{'positivity': 3.5, 'negativity': 0.5, 'objectivity': 33.0}",31.0
Orkide Apart Hotel,ibrahim abi thank gentleman human akyaka vacation nice hotel price performance hotel sweet atmosphere suitable nature akyaka worth give much money hotel vain,0.7506,positive,"{'positivity': 1.0, 'negativity': 0.875, 'objectivity': 18.125}",11.0
Orkide Apart Hotel,away beach operator ibrahim bey help orient air condition room especially kitchen reduce cost tube food work condition country place close market,0.4019,positive,"{'positivity': 0.625, 'negativity': 0.0, 'objectivity': 21.375}",2.0
Orkide Apart Hotel,thank attention ibrahim bey entrance akyakan clean beautiful place room clean comfortable preferred peace mind,0.9559,positive,"{'positivity': 1.875, 'negativity': 0.75, 'objectivity': 11.375}",13.0
Orkide Apart Hotel,stayed one night august family adult child apart double bed room bathroom mini fridge kitchen open sofa decoration room location clean location center satisfy especially sincerity owner ibrahim abi sincerity conversation helpfulness appreciate thank,0.9153,positive,"{'positivity': 2.125, 'negativity': 0.125, 'objectivity': 30.75}",10.0
Orkide Apart Hotel,mansion style apart remind ibrahim bey happy friendly sincere encounter thank,0.9022,positive,"{'positivity': 2.125, 'negativity': 0.0, 'objectivity': 8.875}",9.0
Orkide Apart Hotel,recommend stayed night come back another week apartment really comfortable everything need atmosphere really cozy people hotel kind peaceful felt really comfortable,0.9459,positive,"{'positivity': 2.25, 'negativity': 1.875, 'objectivity': 16.875}",10.0
Orkide Apart Hotel,totally solid clean comfortable hotel affordable compare others area air condition work well water heater shower refrigerator keep water bottle super cold comfy bed nice little balcony clean accommodation around,0.9596,positive,"{'positivity': 1.5, 'negativity': 2.125, 'objectivity': 25.375}",16.0
Orkide Apart Hotel,give two star work air condition room overall small furniture super shower inside toilet,0.5994,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 14.0}",3.0
Orkide Apart Hotel,hello ibrahim funny nice guy good stay hotel thank hospitality,0.8779,positive,"{'positivity': 0.75, 'negativity': 0.0, 'objectivity': 9.25}",12.0
Orkide Apart Hotel,stay night everything need within metresfor price fantastic value money book next time visit akyaka,0.7184,positive,"{'positivity': 0.5, 'negativity': 0.125, 'objectivity': 11.375}",4.0
Ayka Otel,breakfast cleanliness nice staff friendly location nice location may point complaint room balcony face front full tendency constantly give downstairs room insistently insist room balcony overlook pool empty message time look elsewhere night room balcony overlook pool cancel cancel plan,0.4215,positive,"{'positivity': 2.375, 'negativity': 1.0, 'objectivity': 36.625}",3.0
Ayka Otel,hospitable customer friendly wonderful manager clean hotel breakfast delicious location walk sea far azmak river away mosquito period cop spray mosquito owner hotel esra make holiday beautiful smile helpfulness,0.9758,positive,"{'positivity': 2.875, 'negativity': 0.375, 'objectivity': 23.75}",16.0
